profile_id,portfolio_id,rank,match_score,reasoning
588,4,1,2.4196,"Given Profile 588's 36-45 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 23-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
588,29,2,2.3879,"Given Profile 588's 36-45 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 23-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
588,39,3,2.3878,"Given Profile 588's 36-45 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 23-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
589,4,1,2.4402,"Given Profile 589's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
589,29,2,2.4086,"Given Profile 589's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
589,39,3,2.4085,"Given Profile 589's 36-45 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 21-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
590,4,1,2.3954,"Given Profile 590's 26-35 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 24-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
590,29,2,2.3637,"Given Profile 590's 26-35 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 24-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
590,39,3,2.3636,"Given Profile 590's 26-35 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 24-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
591,3,1,1.4925,"This Very Low risk portfolio is recommended due to Profile 591's 18-25 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
591,48,2,1.4803,"This Very Low risk portfolio is recommended due to Profile 591's 18-25 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
591,10,3,1.4152,"This Very Low risk portfolio is recommended due to Profile 591's 18-25 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
592,4,1,2.4167,"Given Profile 592's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
592,29,2,2.385,"Given Profile 592's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
592,39,3,2.385,"Given Profile 592's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
593,3,1,1.518,"This Very Low risk portfolio is recommended due to Profile 593's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
593,48,2,1.5057,"This Very Low risk portfolio is recommended due to Profile 593's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
593,10,3,1.4407,"This Very Low risk portfolio is recommended due to Profile 593's 18-25 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
594,3,1,1.5646,"This Very Low risk portfolio is recommended due to Profile 594's 66+ age, 100001-250000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
594,48,2,1.5523,"This Very Low risk portfolio is recommended due to Profile 594's 66+ age, 100001-250000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
594,10,3,1.4873,"This Very Low risk portfolio is recommended due to Profile 594's 66+ age, 100001-250000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
595,4,1,2.2083,"Given Profile 595's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
595,29,2,2.1766,"Given Profile 595's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
595,39,3,2.1766,"Given Profile 595's 46-55 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
